직무명,회사명,위치,자격요건,우대사항
MLOps Engineer,마키나락스,서울.한국,"
• Python 에 능숙하신 분
• Pytorch, Tensorflow, Keras, Scikit-Learn 과 같은 ML/DL Framework 경험이 있으신 분
• Kubernetes를 활용한 경험이 있으신 분
• Github Action, ArgoCD, Jenkins 와 같은 도구를 활용한 CI/CD 자동화 경험이 있으신 분
• 서로 다른 직군 간의 기술적 배경의 차이를 이해하고 이 간극을 줄이는데 관심이 많으신 분
• 새로운 Tool 및 Open Source 사용에 대해 적극적인 분
우대사항","
• Kubeflow 활용 경험이 있으신 분
• SeldonCore, BentoML 과 같은 Serving Framework 활용 경험이 있으신 분
• Prometheus, Grafana 등을 활용한 Monitoring System 운영 경험이 있으신 분
• EFK 스택 등의 Logging System 운영 경험이 있으신 분
• 머신러닝/딥러닝 Framework를 이용한 머신러닝 프로젝트 실무 경험이 있으신 분
• AWS 사용 경험이 있으신 분
• Open Source Contribution 경험이 있으신 분
• 유연한 개발문화에 대한 관심이 있으신 분
혜택 및 복지
#마키나락스에 오시면…

[자율]
마키나락스는 '자율'적인 근무환경을 지향합니다.
무제한 휴가제도 - 휴가는 필요할 때, 일수에 제한 없이 사용할 수 있어요.
유연한 재택근무 - 자유롭게 재택근무를 할 수 있어요.
자율적인 출퇴근 문화 - Core Time(10시 ~ 4시)을 제외하고 자유롭게 출근과 퇴근이 가능해요.

[몰입]
마키나락스는 업무 이외의 것에는 신경쓰지 않도록 '몰입'할 수 있는 환경을 지원합니다. 
최신 사양 장비 지원(맥북 프로 16 인치, 32 인치 4K 모니터)
스탠딩 데스크 지원
점심 및 저녁 식사 지원 
다양한 간식과 음료가 구비된 스낵바 제공
1년 1회 30만원 상당의 종합 건강검진 지원

[성장]
마키나락스는 회사와 구성원이 함께 '성장'할 수 있도록 지원합니다. 
2년에 2회 국제 컨퍼런스 및 세미나 참가 지원
업무 관련 강의 수강 및 도서 구매
화상 영어 교육 지원 
사내 스터디 활동 지원 

[팀워크]
마키나락스는 '팀이 가지는 시너지'를 믿습니다. 
사내 소모임 활동 지원 
월 2회 랜덤 점심 식사 지원 
매주 1회 팀 티타임 지원"
Machine Learning Engineer (머신러닝엔지니어),마키나락스,서울.한국,"
• 자료구조, 알고리즘 등에 대한 기본 지식이 있으신 분
• 본인이 구현한 코드에 대한 분석 능력을 갖추신 분
• 기계학습, 데이터분석 Python 패키지(Pytorch, Tensorflow, Pandas 등)에 익숙하시고 사용하는 기술의 원리를 이해하고 계신 분
• 기계학습, 딥러닝, 확률 및 통계의 개념을 잘 이해하고, 실제로 문제에 적용할 수 있는 지식을 갖추신 분 
• 리눅스 환경에 대한 개념을 이해하고 있는 분
우대사항","
• Kaggle 등의 데이터 경진대회 수상 경력
• Machine Learning, Data Mining 논문 출판 경험
• 오픈소스 기여
• SQL 경험, 이해도, 숙련도
• 리눅스 환경에서 개발 경험
• Backend Engineering에 대한 경험
• MLOps에 대한 경험
혜택 및 복지
#마키나락스에 오시면…

[자율]
마키나락스는 '자율'적인 근무환경을 지향합니다.
무제한 휴가제도 - 휴가는 필요할 때, 일수에 제한 없이 사용할 수 있어요.
유연한 재택근무 - 자유롭게 재택근무를 할 수 있어요.
자율적인 출퇴근 문화 - Core Time(10시 ~ 4시)을 제외하고 자유롭게 출근과 퇴근이 가능해요.

[몰입]
마키나락스는 업무 이외의 것에는 신경쓰지 않도록 '몰입'할 수 있는 환경을 지원합니다. 
최신 사양 장비 지원(맥북 프로 16 인치, 32 인치 4K 모니터)
스탠딩 데스크 지원
점심 및 저녁 식사 지원 
다양한 간식과 음료가 구비된 스낵바 제공
1년 1회 30만원 상당의 종합 건강검진 지원

[성장]
마키나락스는 회사와 구성원이 함께 '성장'할 수 있도록 지원합니다. 
2년에 2회 국제 컨퍼런스 및 세미나 참가 지원
업무 관련 강의 수강 및 도서 구매
화상 영어 교육 지원 
사내 스터디 활동 지원 

[팀워크]
마키나락스는 '팀이 가지는 시너지'를 믿습니다. 
사내 소모임 활동 지원 
월 2회 랜덤 점심 식사 지원 
매주 1회 팀 티타임 지원"
Backend Engineer,마키나락스,서울.한국,"
• 서비스 인프라를 구축하고 상용화 서비스를 개발 및 운영하신 경험이 있으신 분
• Java Spring 프레임워크를 이용한 백엔드 서버 개발 경험이 있으신 분
• REST API 설계, WebSocket/JSON-RPC/GRPC 등의 프로토콜 사용 경험이 있으신 분
• RDB(MySQL, PostgreSQL 등), In-memory Cache (Redis 등) 데이터스토어 사용 경험이 있으신 분
• Asynchronous Programming에 대한 이해, JobQueue-Worker를 이용한 분산 비동기 처리 경험이 있으신 분
우대사항","
• 머신러닝/딥러닝에 대한 이해, 빅데이터 처리 경험
• AWS, Azure, GCP 등 상용 클라우드 플랫폼 사용 경험
• Docker 등 컨테이너 기술, DevOps, Kubernetes 경험
• Python 기반 백엔드 서버를 개발한 경험이 있으신 분
• 개발문화에 대한 관심, 유닛테스트/코드리뷰/Scrum/TDD 등 경험
혜택 및 복지
#마키나락스에 오시면…
[자율]
마키나락스는 '자율'적인 근무환경을 지향합니다.
무제한 휴가제도 - 휴가는 필요할 때, 일수에 제한 없이 사용할 수 있어요.
유연한 재택근무 - 자유롭게 재택근무를 할 수 있어요.
자율적인 출퇴근 문화 - Core Time(10시 ~ 4시)을 제외하고 자유롭게 출근과 퇴근이 가능해요.

[몰입]
마키나락스는 업무 이외의 것에는 신경쓰지 않도록 '몰입'할 수 있는 환경을 지원합니다. 
최신 사양 장비 지원(맥북 프로 16 인치, 32 인치 4K 모니터)
스탠딩 데스크 지원
점심 및 저녁 식사 지원 
다양한 간식과 음료가 구비된 스낵바 제공
1년 1회 30만원 상당의 종합 건강검진 지원

[성장]
마키나락스는 회사와 구성원이 함께 '성장'할 수 있도록 지원합니다. 
2년에 2회 국제 컨퍼런스 및 세미나 참가 지원
업무 관련 강의 수강 및 도서 구매
화상 영어 교육 지원 
사내 스터디 활동 지원 

[팀워크]
마키나락스는 '팀이 가지는 시너지'를 믿습니다. 
사내 소모임 활동 지원 
월 2회 랜덤 점심 식사 지원 
매주 1회 팀 티타임 지원"
"Unity, Unreal 활용 증강현실 개발(1년~)",애니랙티브,서울.한국,"
• Unity 프로그램 개발 및 런칭 경험
• 경력사항: 경력(1년 이상, 3년이상 우대)
• 학력사항: 대학(2,3년)졸업 이상
• 기술스택: C#, Javascript, Unity, Unreal Engine, Augmented Reality
• 업무장소 : 성수동 본사
우대사항","
• 3D 관련 컴퓨터 그래픽스 전공자 및 게임 개발 유경험자
• 'Augmented Reality' 개발 경험
• 경력 3년이상 우대
• Unreal 개발 경험
• 컴퓨터활용능력우수
• 프로그램 개발 관련 전공자
혜택 및 복지
• 급여제도 : 4대보험, 연봉 외 퇴직금
• 근무환경 : 회의실, 다양한 음료 및 간식제공, 
• 조직문화 : 수평적 분위기, 자유로운 연차사용, 야근강요 없음"
"솔루션 개발자 (ASP.NET, C# .NET)",네오시스템즈,서울.한국,"
• 2년제 또는 4년제 대졸자
• 개발 경력 3년 이상
우대사항","
• 정보처리기사 자격증
• 유사시스템 개발 경력자 (물류 IT)
혜택 및 복지
• 경조사 휴가및 지원금
• 장기근속자 포상 (연차별 100~300만원 상당) 
• 휴양시설 지원
• 자유로운 휴가사용
• 칼퇴가능"
프론트앤드 개발자,인포마이닝,서울.한국,"
• 프론트앤드 개발 경력 3년 이상인 분 

• HTML/CSS를 작성하고 활용 가능한 분 

• Angular, Vue(Nuxt), React 세가지 프레임워크 중 1개 이상의 프레임워크에 대한 이해도와 경험이 있는 분 

• 웹표준, 웹접근성, 반응형 웹에 대한 지식이 있는분 

• 논리적이고 원활한 커뮤니케이션 능력으로 다양한 분야의 사람과 협업이 가능한 분
우대사항","
• 성장하는 스타트업 환경에서 업무 한 경험 

• Javascript에 대한 지식과 경험이 있는 분 

• 웹표준을 준수하여 Cross-brower Scripting 및 Markup 가능한 분 

• Git/Gitlab 활용이 가능한 분 

• Jira, Confluence 등 협업툴 사용 경험이 있는 분
혜택 및 복지
• 교육비 지원
• 야간교통비 지급 
• 도서구입비 지원
• 육아휴직 
• 보건휴가 
• 성과급"
Server Engineer,하우빌드,서울.한국,"
• 백엔드서버 개발 경력 3년 이상 혹은 그에 준하는 실력
• Spring, JPA 프레임워크 사용에 능숙하신 분
• 고가용성의 확장 가능한 시스템을 설계하고 운영한 경험이 있으신 분
• 다양한 서비스 DB 설계를 해보신 분
• Git 등의 분산 버전 관리 시스템 이용에 능숙한 분
우대사항","
• Kotlin 사용 경험이 있으신 분
• 어드민 개발 경험이 있으신 분
• 테스트 및 배포 자동화 경험이 있는 분
혜택 및 복지
• 삼성역 8번 출구에서 3분 거리 위치(쾌적한 사무공간)
• 자율 출퇴근제도
• 자율 재택근무제도
• 자율 휴가제도
• 반기별 인센티브 지급
• 식대무제한 (재택시에도 지원)
• 개인 법인 카드 지급
• 자기개발 및 건강검진 지원(50만원)
• 간식 무제한(갓볶은 원두 커피 등 각종 음료, 각종 스낵 등등등)  
• 야근교통비 지원 / 자차 이용 시, 주차비 지원(20만원)
• 읽고 싶은 모든 도서 지원
• 업무에 필요한 물품 지원(스탠딩 데스크, 온라인 강의, 노트북 거치대 등등등)
• 리프레시 휴가 지원(3년 만근 시, 1개월 유급휴가)
• 원하는 장비구입 지원 (Mac or Windows) 
• 팬텀스톡운영 (1년 만근 시 지급, 우수사원 포상)
• 그외 당연한 복지 생략(사대보험, 육아휴직, 경조사비 등등등)

이 외 여러 혜택 및 복지에 대해서 같이 고민하고 만들어 갑니다."
Frontend Developer,하우빌드,서울.한국,"
• 프론트엔드 개발 경력 3년 이상 혹은 그에 준하는 실력
• react, Vue 등 SPA 프레임워크 사용에 능숙하신 분
• HTML, CSS, JavaScript에 대한 이해가 깊은 분
• UI/UX에 대해 높은 가치를 두고 있는 분
• Git 등의 분산 버전 관리 시스템 이용에 능숙한 분
• 반응형 디자인, 웹 접근성, 웹 표준을 고려한 UI 개발 경험이 있으신 분
우대사항","
• GIS 서비스 구축 경험이 있으신 분
• typescript 개발 경험이 있으신분
• WebGL, threejs 사용 경험이 있으신 분
• 서버 사이드 렌더링(SSR) 경험이 있으신 분
• 반응형 디자인, 웹 접근성, 웹 표준을 고려한 UI 개발 경험이 있으신 분
• 테스트 및 배포 자동화 경험이 있는 분
혜택 및 복지
• 삼성역 8번 출구에서 3분 거리 위치(쾌적한 사무공간)
• 자율 출퇴근제도
• 자율 재택근무제도
• 자율 휴가제도
• 반기별 인센티브 지급
• 식대무제한 (재택시에도 지원)
• 개인 법인 카드 지급
• 자기개발 및 건강검진 지원(50만원)
• 간식 무제한(갓볶은 원두 커피 등 각종 음료, 각종 스낵 등등등)  
• 야근교통비 지원 / 자차 이용 시, 주차비 지원(20만원)
• 읽고 싶은 모든 도서 지원
• 업무에 필요한 물품 지원(스탠딩 데스크, 온라인 강의, 노트북 거치대 등등등)
• 리프레시 휴가 지원(3년 만근 시, 1개월 유급휴가)
• 원하는 장비구입 지원 (Mac or Windows) 
• 팬텀스톡운영 (1년 만근 시 지급, 우수사원 포상)
• 그외 당연한 복지 생략(사대보험, 육아휴직, 경조사비 등등등)

이 외 여러 혜택 및 복지에 대해서 같이 고민하고 만들어 갑니다."
QA / 테스트 엔지니어,아드리엘(Adriel),서울.한국,"
- 경력: 5년 이상
- 컴퓨터 관련학과 졸업 or 그에 상응하는 역량 보유하신 분
- 팀 또는 파트 조직 관리 경험 있으신 분
- Project 초기부터 마무리까지 전반적인 QA Process 리드 가능하신 분
- 소프트웨어 공학 / 테스팅 지식 보유하신 분
- 웹 / 앱 QA 진행 경험이 있으신 분
- 영어 커뮤니케이션 가능하신 분
우대사항","
- 테스트 자동화 구축 및 운영 경험이 있으신 분
- ISTQB 자격증 보유하신 분
- 보안 취약점 관련 테스트 경험이 있으신 분
- 영어 비지니스 회화 능통하신 분
혜택 및 복지
＜업무 환경＞
- 테라스와 아름다운 뷰가 있는 편안하고 산뜻한 업무 공간 (5호선 광화문역, 3호선 안국역, 1호선 종각역에서 가까운 독립 사무공간)
-  무료 건강검진, 헬스장 (스포짐) 무료 이용 지원
- 커피, 샐러드, 다이어트 도시락, 라면, 음료수, 간식 무한 제공
- 도서 구입 / 유료웨비나 / 컨퍼런스 무한 지원

＜기업 문화＞
- 최고의 기업 복지는 ""합리적인 의사 결정 문화""라고 믿고 실행하는 경영진
- 능력에 따라 사측이 먼저 수시로 제안하는 연봉 협상
- 개인의 능력/책임감에 따라 자율근무/재택근무 장려
- 묻지도 따지지도 않는 연차휴가 (1년 이전 : 11일, 1년 이상 : 20일) 사용
- 과정보다는 결과를 중시하고 최신 기술 학습을 장려하는 문화"
백엔드 개발자,에너지밸런스,서울.한국,"
• 백엔드 개발 경력 5년 이상
• AWS, GCP 등 클라우드 서비스에 대한 이해 및 사용 경험 있으신 분
• 웹서비스의 전체적인 흐름을 이해하고 설계/개발할 수 있는 분
• RESTful API 서버 개발 경험 및 운영 경험이 있으신 분
• 엔지니어링 팀을 직접 만들거나, 혹은 리더로서 역할 수행 경험이 있으신 분
• 소규모 팀(기획, 디자이너, 운영 등)의 다양한 직군과 직접 커뮤니케이션을 하며 협업을 경험해 보신 분
우대사항","
• Agile, Lean 방식의 프로세스에서 개발해보신 분
• 애자일 스프린트, MVP 단위 개발방식의 프로세스에서 개발 경험이 있는 분
• 개발팀 문화에 대해서 자신만의 철학과 리딩 방식이 있는 분
• 인프라/백엔드/프론트엔드 전반에 걸친 이해가 높으신 분
• 스타트업 또는 새로운 서비스를 만드는 팀의 일원으로 업무를 경험해보신 분
• 빠르게 성장하는 모바일 서비스의 엔지니어링 리더 경험
• 데이터 Driven서비스 구현 경험: 크롤링, 추천모델, ML
• 외주 개발자와 협업, 개발한 경험이 있으신 분
혜택 및 복지
•  식대 지원
•  간식 및 커피 지원
•  도서구입비 및 교육 지원 
•  소프트웨어 지원
•  당연한 4대 보험과 자유로운 연차 사용
•  3년 근속 시 리프레시 휴가 2주 제공
• 경조 휴가 및 경조금

+ 이외 건의 해 주시는 의견들"
웹개발자(PHP),렛츠밀란커머스,서울.한국,"
• 웹개발 경력 3년 이상
• 이커머스(쇼핑몰) 유지보수 경력자
• PHP, mysql, linux, HTML, javascript, JQuery CSS
우대사항","
• 외부 연동 API 개발 가능자
• DB분석 및 설계 가능자
• 형상관리(GIT) 시스템 사용 가능자
• ERP 연동 경험자
• PHP 프레임워크 (CI, Lavavel) 사용 가능자
혜택 및 복지
• 해피런치 (점심시간 70분, 매주2회 90분)
• 패밀리데이 (매월 마지막주 금요일은 4시 퇴근)
• 벌스데이쿠폰 (생일 오후 반차 지급)
• 꼬밀리데이 (연2회 선별된 상품 파격할인 구매)
• 경조금 및 휴가 지원
• 복지포인트 (1년 이상 근속자 연 99만원 포인트 지급)
• 기타 근로기준법에 의거한 제도 적용"
